btag|packed
6437456_121214|all~16,3,3,1,1 06-29~1,1,1,0,0 05-15~1,0,0,0,0 08-25~1,0,0,0,0 06-15~1,0,0,0,0 07-11~1,0,0,0,0 08-01~1,1,1,1,1 06-18~1,0,0,0,0 07-17~1,0,0,0,0 08-27~1,0,0,0,0 08-11~1,0,0,0,0 06-08~1,1,1,0,0 08-23~1,0,0,0,0 05-09~1,0,0,0,0 2026-07~3,0,0,0,0 05-17~1,0,0,0,0 07-14~1,0,0,0,0 06-07~1,0,0,0,0 08-31~1,0,0,0,0 2026-06~5,2,2,0,0 2026-08~6,1,1,1,1 2026-08M~1,1,1,1,1 2026-05~3,0,0,0,0
6934353_129197|05-01~21,5,0,0,0 05-26~1,0,0,0,0 06-18~2,0,0,0,0 07-06~4,0,0,0,0 05-18~5,3,1,0,0 06-06~3,0,0,0,0 08-16~2,0,0,0,0 08-31~3,0,0,0,0 08-18~4,2,1,0,0 07-24~2,0,0,0,0 08-08~1,0,0,0,0 08-30~3,1,1,0,0 06-21~4,2,1,0,0 09-01~1,0,0,0,0 08-19~3,1,0,0,0 06-22~4,0,0,0,0 07-18~2,1,1,0,0 08-13~3,1,0,0,0 05-11~4,1,0,0,0 08-15~4,2,2,0,0 07-20~1,0,0,0,0 06-02~6,1,1,0,0 05-10~4,2,0,0,0 2026-05M~22,5,0,0,0 08-28~2,0,0,0,0 07-03~3,0,0,0,0 06-16~3,0,0,0,0 08-14~3,1,1,0,0 07-22~1,0,0,0,0 2026-07~40,18,16,4,0 05-15~2,0,0,0,0 07-08~4,1,1,0,0 06-10~6,0,0,0,0 06-26~2,0,0,0,0 07-15~2,1,1,0,0 08-10~2,0,0,0,0 all~161,80,52,17,0 08-17~2,0,0,0,0 05-31~4,0,0,0,0 06-05~2,1,0,0,0 08-20~2,1,1,0,0 2026-06M~11,1,1,0,0 05-20~4,1,0,0,0 08-09~4,2,2,1,0 07-12~4,1,1,0,0 05-14~1,0,0,0,0 05-27~3,2,2,1,0 05-19~4,1,0,0,0 06-25~3,0,0,0,0 08-23~4,2,1,0,0 2026-06~43,19,15,4,0 06-30~5,0,0,0,0 07-28~2,0,0,0,0 07-23~3,0,0,0,0 07-26~4,2,2,0,0 05-04~3,1,0,0,0 05-09~4,0,0,0,0 08-29~3,2,2,1,0 09-02~2,0,0,0,0 07-04~4,0,0,0,0 07-21~2,1,1,0,0 05-06~2,0,0,0,0 06-29~3,1,1,0,0 07-31~2,1,1,0,0 07-11~2,1,1,0,0 06-09~4,0,0,0,0 06-07~2,0,0,0,0 06-03~3,1,1,0,0 08-26~2,1,0,0,0 2026-05~71,28,8,4,0 06-12~6,1,1,0,0 05-30~2,0,0,0,0 2026-07M~7,3,2,0,0 08-24~3,0,0,0,0 07-25~2,0,0,0,0 2026-08M~1,0,0,0,0 05-05~8,1,0,0,0 08-06~1,0,0,0,0 08-11~3,0,0,0,0 08-02~1,0,0,0,0 08-27~1,0,0,0,0 05-08~2,0,0,0,0 05-17~3,1,1,1,0 08-25~3,1,0,0,0 08-22~2,1,1,0,0 07-29~1,0,0,0,0 07-07~2,0,0,0,0 06-01~6,0,0,0,0 07-19~3,1,1,1,0 06-15~5,1,1,1,0 2026-09M~2,0,0,0,0 05-03~7,3,0,0,0 05-02~2,0,0,0,0 07-05~6,2,2,0,0 07-14~1,0,0,0,0 07-16~3,1,1,0,0 07-10~2,1,0,0,0 06-08~2,0,0,0,0 07-09~1,0,0,0,0 06-11~2,0,0,0,0 05-25~3,1,1,0,0 08-03~2,0,0,0,0 06-24~3,0,0,0,0 08-21~2,1,1,1,0 06-28~5,2,1,0,0 07-30~3,1,1,0,0 05-28~7,2,0,0,0 05-29~5,1,1,0,0 08-05~1,0,0,0,0 05-13~1,0,0,0,0 06-20~4,1,1,0,0 06-19~5,2,2,0,0 07-01~3,0,0,0,0 08-12~1,0,0,0,0 06-13~4,2,2,0,0 08-04~3,0,0,0,0 05-22~4,1,0,0,0 2026-08~36,18,14,3,0 06-23~5,1,1,0,0 07-27~3,1,1,1,0 08-07~2,1,1,0,0 06-14~4,1,1,1,0 08-01~1,0,0,0,0 07-02~6,3,2,0,0 06-27~5,0,0,0,0 05-24~1,0,0,0,0 05-07~3,1,0,0,0 05-16~2,0,0,0,0 06-04~5,1,0,0,0 06-17~5,1,1,0,0 07-17~2,0,0,0,0 05-21~4,2,2,2,0 2026-09~2,0,0,0,0 05-23~4,1,0,0,0 05-12~4,1,0,0,0 07-13~2,0,0,0,0
6957193_130439|2026-05M~1,0,0,0,0 07-13~1,1,0,0,0 08-11~1,0,0,0,0 06-27~1,1,0,0,0 07-25~1,1,0,0,0 05-08~1,0,0,0,0 05-21~1,1,1,1,0 2026-08~2,0,0,0,0 08-21~1,0,0,0,0 05-02~1,0,0,0,0 05-12~1,0,0,0,0 06-22~1,0,0,0,0 05-11~1,0,0,0,0 07-21~1,0,0,0,0 05-16~1,1,0,0,0 all~14,7,3,2,0 05-09~1,1,0,0,0 07-08~2,1,1,0,0 2026-07~4,3,1,0,0 2026-06~4,3,1,1,0 05-03~1,0,0,0,0 2026-05~7,2,1,1,0 06-25~2,2,1,1,0 05-24~1,1,0,0,0
72243762_361318|08-11~2,1,1,1,0 2026-08~28,17,13,7,0 06-13~1,1,0,0,0 05-15~1,1,0,0,0 07-13~1,0,0,0,0 05-12~4,2,0,0,0 08-22~1,1,1,0,0 08-15~1,1,1,1,0 07-29~1,1,0,0,0 08-05~1,1,1,1,0 08-06~2,0,0,0,0 2026-06M~7,7,6,4,0 08-14~1,0,0,0,0 2026-06~40,30,24,11,0 07-15~1,1,1,1,0 06-20~3,2,2,0,0 08-18~1,0,0,0,0 2026-05~45,31,12,6,0 08-13~1,1,1,1,0 07-27~1,1,1,1,0 08-25~1,1,0,0,0 08-03~2,0,0,0,0 08-16~4,2,2,1,0 all~122,91,62,33,0 05-11~5,3,0,0,0 08-19~2,1,0,0,0 2026-05M~3,3,0,0,0 05-20~1,1,1,1,0 05-18~2,0,0,0,0 05-13~2,2,0,0,0 09-02~1,1,0,0,0 06-08~4,1,1,0,0 07-10~1,0,0,0,0 08-07~1,1,1,1,0 06-07~3,1,1,0,0 05-14~5,2,1,0,0 07-30~3,1,0,0,0 06-28~3,2,2,0,0 05-21~2,1,1,0,0 07-23~1,1,1,0,0 05-02~2,2,0,0,0 05-04~1,0,0,0,0 05-23~3,2,2,2,0 05-01~1,1,0,0,0 08-27~1,1,1,0,0 08-17~2,1,1,0,0 06-11~1,0,0,0,0 07-09~2,0,0,0,0 06-04~6,4,3,3,0 05-26~2,0,0,0,0 07-12~2,1,1,1,0 07-16~2,2,2,0,0 05-22~1,0,0,0,0 07-07~3,1,1,0,0 08-29~4,1,1,0,0 2026-07~21,15,13,7,0 05-30~3,2,1,1,0 06-30~1,1,1,1,0 08-23~1,1,1,1,0 05-03~2,2,0,0,0 05-08~1,0,0,0,0 05-10~2,2,0,0,0 06-21~1,1,0,0,0 07-20~1,0,0,0,0 07-14~2,1,1,0,0 2026-07M~1,0,0,0,0 06-18~1,0,0,0,0 06-10~1,0,0,0,0 07-08~2,1,0,0,0 06-01~2,2,2,1,0 06-03~1,1,0,0,0 06-05~2,2,2,0,0 05-28~4,3,2,0,0 07-31~1,1,1,1,0 06-29~1,0,0,0,0 07-21~3,2,2,1,0 05-17~3,0,0,0,0 06-25~4,3,2,0,0 05-25~6,4,4,2,0 2026-08M~1,1,0,0,0 06-14~2,2,2,1,0 07-06~2,2,2,2,0 05-27~1,0,0,0,0 06-19~2,1,1,0,0 06-17~2,0,0,0,0 08-01~1,1,0,0,0 05-29~1,0,0,0,0 06-09~3,1,1,0,0 08-10~3,2,1,0,0 07-02~1,0,0,0,0 2026-09M~1,1,0,0,0 06-02~5,5,4,3,0 2026-09~1,1,0,0,0 05-06~3,2,0,0,0 06-06~2,1,1,0,0
72243762_463534|06-20~3,1,1,0,0 06-07~4,3,2,1,0 07-03~3,0,0,0,0 2026-09M~1,0,0,0,0 05-27~5,3,1,0,0 07-05~4,1,0,0,0 06-12~1,0,0,0,0 05-03~4,4,0,0,0 08-02~1,1,0,0,0 2026-05M~11,11,0,0,0 05-21~4,4,1,0,0 06-30~2,0,0,0,0 07-28~1,0,0,0,0 2026-08M~1,1,0,0,0 05-19~3,3,1,0,0 05-23~7,5,4,1,0 05-13~8,8,1,0,0 2026-07~7,2,0,0,0 07-25~1,0,0,0,0 06-18~2,0,0,0,0 06-19~3,1,0,0,0 07-01~1,0,0,0,0 07-14~1,0,0,0,0 06-14~1,0,0,0,0 all~147,146,33,14,1 05-16~3,3,1,0,0 05-31~7,6,1,0,0 07-27~1,0,0,0,0 05-07~3,3,0,0,0 06-10~5,2,1,0,0 05-24~1,1,0,0,0 06-01~1,1,0,0,0 07-19~1,0,0,0,0 06-21~2,0,0,0,0 06-06~3,3,1,1,0 05-04~2,2,0,0,0 05-11~5,4,0,0,0 05-17~4,2,0,0,0 06-25~1,0,0,0,0 06-28~2,0,0,0,0 07-17~1,1,0,0,0 06-13~2,0,0,0,0 05-18~4,3,2,0,0 05-08~2,2,0,0,0 05-28~4,1,0,0,0 05-26~7,4,0,0,0 08-20~1,0,0,0,0 05-22~5,4,1,0,0 06-16~3,1,1,0,0 2026-07M~2,0,0,0,0 06-11~5,1,1,0,0 07-04~2,0,0,0,0 08-13~1,1,0,0,0 06-24~2,1,0,0,0 06-29~3,1,0,0,0 07-31~1,0,0,0,0 05-14~2,2,1,1,1 05-20~6,6,1,1,0 06-23~2,1,1,1,0 05-30~3,2,1,0,0 06-04~4,4,1,1,0 08-27~1,1,0,0,0 05-05~1,1,0,0,0 05-12~20,19,0,0,0 06-15~2,0,0,0,0 05-15~2,1,1,0,0 07-06~2,0,0,0,0 05-09~4,3,0,0,0 07-11~1,0,0,0,0 06-09~2,1,0,0,0 07-10~1,0,0,0,0 06-08~8,6,2,1,0 2026-09~1,0,0,0,0 09-01~1,0,0,0,0 08-14~2,0,0,0,0 05-01~5,5,0,0,0 07-02~1,0,0,0,0 06-03~1,1,0,0,0 05-02~6,6,0,0,0 2026-06M~21,20,2,1,0 2026-06~54,46,15,10,0 2026-08~6,4,1,0,0 05-06~3,3,0,0,0 2026-05~107,106,19,3,1 06-05~3,2,2,1,0 06-26~1,0,0,0,0 05-25~3,3,2,0,0 08-21~1,1,1,0,0 06-02~20,19,2,1,0
753847_278323|05-10~1,0,0,0,0 08-23~1,0,0,0,0 06-10~1,1,1,1,1 06-12~2,0,0,0,0 08-21~1,0,0,0,0 07-04~1,0,0,0,0 05-04~1,0,0,0,0 08-29~1,0,0,0,0 05-27~2,0,0,0,0 07-08~1,0,0,0,0 05-31~1,1,1,0,0 2026-08M~1,0,0,0,0 05-03~3,0,0,0,0 2026-06M~2,0,0,0,0 07-24~1,0,0,0,0 08-01~1,0,0,0,0 06-20~3,2,2,0,0 06-18~3,0,0,0,0 07-17~2,0,0,0,0 06-01~1,0,0,0,0 2026-06~21,7,5,3,1 05-19~2,1,0,0,0 06-07~1,0,0,0,0 05-21~1,0,0,0,0 06-21~2,0,0,0,0 2026-07~9,1,0,0,0 all~44,18,12,7,1 2026-05~19,6,4,2,0 05-15~1,1,1,0,0 2026-05M~3,0,0,0,0 07-23~1,0,0,0,0 08-06~3,1,1,1,0 05-29~3,1,1,1,0 06-22~2,0,0,0,0 05-07~1,0,0,0,0 06-14~1,0,0,0,0 07-02~2,0,0,0,0 05-01~1,0,0,0,0 06-02~1,0,0,0,0 07-19~1,0,0,0,0 05-26~2,0,0,0,0 06-15~3,1,1,0,0 08-25~1,0,0,0,0 06-16~3,1,0,0,0 05-30~1,0,0,0,0 08-28~2,0,0,0,0 05-05~1,0,0,0,0 06-26~2,0,0,0,0 08-15~2,2,1,0,0 07-30~2,0,0,0,0 05-20~3,1,1,1,0 07-28~2,0,0,0,0 05-14~2,0,0,0,0 06-03~1,0,0,0,0 08-08~1,0,0,0,0 05-17~2,1,1,0,0 08-05~3,1,1,0,0 05-28~2,1,0,0,0 07-13~1,1,0,0,0 06-05~1,1,0,0,0 2026-09M~1,0,0,0,0 08-17~1,0,0,0,0 06-24~4,0,0,0,0 06-08~2,1,1,1,0 05-16~2,0,0,0,0 06-29~1,1,0,0,0 05-02~2,0,0,0,0 09-02~1,0,0,0,0 08-14~1,0,0,0,0 06-27~2,0,0,0,0 2026-09~1,0,0,0,0 05-13~2,0,0,0,0 07-22~1,0,0,0,0 08-07~1,0,0,0,0 06-30~2,0,0,0,0 07-25~1,0,0,0,0 06-17~2,0,0,0,0 08-24~1,0,0,0,0 08-20~1,0,0,0,0 06-13~3,0,0,0,0 05-23~1,0,0,0,0 06-11~1,0,0,0,0 08-22~1,1,1,1,0 07-07~1,0,0,0,0 06-23~1,0,0,0,0 2026-08~11,5,4,2,0 2026-07M~2,0,0,0,0
753848_268626|06-01~4,1,0,0,0 07-17~1,1,0,0,0 06-07~5,2,1,1,0 07-11~5,1,1,0,0 07-09~1,1,0,0,0 2026-07M~2,1,1,1,0 05-29~4,2,2,2,0 2026-07~25,16,9,4,0 06-21~3,1,1,1,0 06-02~6,0,0,0,0 07-14~5,4,3,2,0 06-23~2,1,0,0,0 05-30~1,0,0,0,0 07-29~1,1,0,0,0 07-02~2,1,1,1,0 2026-06~48,19,13,7,0 2026-05~8,3,3,2,0 06-13~1,0,0,0,0 07-05~1,0,0,0,0 05-31~2,0,0,0,0 06-27~2,0,0,0,0 all~76,37,25,13,0 06-20~2,1,1,1,0 06-30~1,1,1,0,0 07-06~3,2,1,0,0 06-10~2,2,2,1,0 07-08~1,0,0,0,0 06-24~1,0,0,0,0 2026-06M~10,1,0,0,0 06-28~2,1,1,0,0 07-23~1,1,0,0,0 06-06~1,1,1,1,0 07-10~3,1,1,0,0 06-18~1,1,0,0,0 07-24~1,1,0,0,0 05-28~1,0,0,0,0 06-04~3,1,1,1,0 07-12~3,2,0,0,0 07-03~3,2,1,0,0 06-15~2,0,0,0,0 06-17~1,1,1,1,0 07-07~1,1,0,0,0 06-11~1,1,1,0,0 06-08~6,2,0,0,0 07-16~2,1,1,1,0 08-09~1,0,0,0,0 06-26~2,0,0,0,0 2026-08~1,0,0,0,0 07-15~2,1,0,0,0 07-28~1,1,0,0,0 06-12~2,2,2,0,0
753856_442532|07-14~1,0,0,0,0 08-31~1,0,0,0,0 06-02~2,0,0,0,0 06-23~3,0,0,0,0 08-10~1,0,0,0,0 08-20~1,0,0,0,0 06-13~4,0,0,0,0 07-05~3,0,0,0,0 08-23~1,0,0,0,0 06-10~3,0,0,0,0 07-06~1,0,0,0,0 06-29~1,0,0,0,0 2026-07~6,1,0,0,0 05-10~4,3,0,0,0 07-18~1,0,0,0,0 08-14~1,0,0,0,0 06-27~1,0,0,0,0 09-02~1,0,0,0,0 07-31~1,0,0,0,0 06-20~1,0,0,0,0 08-13~1,0,0,0,0 07-11~2,0,0,0,0 05-19~3,2,0,0,0 06-07~2,0,0,0,0 07-21~1,0,0,0,0 05-29~3,0,0,0,0 08-04~1,0,0,0,0 07-22~1,0,0,0,0 08-07~1,0,0,0,0 05-11~8,6,0,0,0 07-19~1,0,0,0,0 2026-08~6,2,0,0,0 06-26~3,0,0,0,0 08-15~1,0,0,0,0 07-30~1,0,0,0,0 08-19~1,0,0,0,0 2026-09M~1,0,0,0,0 08-12~1,0,0,0,0 06-21~2,0,0,0,0 06-08~2,0,0,0,0 06-17~3,0,0,0,0 05-09~6,5,0,0,0 08-24~1,0,0,0,0 07-01~1,0,0,0,0 07-27~1,0,0,0,0 08-02~1,0,0,0,0 08-17~1,0,0,0,0 06-24~3,0,0,0,0 09-01~1,0,0,0,0 05-13~3,2,1,0,0 08-01~1,0,0,0,0 08-18~2,0,0,0,0 05-31~2,0,0,0,0 06-28~1,0,0,0,0 07-09~1,0,0,0,0 05-01~5,4,0,0,0 07-20~1,0,0,0,0 08-05~1,0,0,0,0 05-28~2,0,0,0,0 07-23~1,0,0,0,0 08-06~1,0,0,0,0 05-02~5,4,0,0,0 06-12~1,0,0,0,0 08-21~2,0,0,0,0 07-04~4,0,0,0,0 05-08~4,3,0,0,0 06-16~2,0,0,0,0 06-15~2,0,0,0,0 07-03~1,0,0,0,0 06-25~1,0,0,0,0 08-16~1,0,0,0,0 07-13~1,0,0,0,0 06-05~3,0,0,0,0 2026-05M~9,8,0,0,0 2026-07M~3,1,0,0,0 05-14~3,0,0,0,0 06-19~1,0,0,0,0 05-07~6,5,0,0,0 07-15~1,0,0,0,0 06-03~1,0,0,0,0 08-30~1,0,0,0,0 07-10~1,0,0,0,0 06-06~3,1,0,0,0 05-18~5,4,1,0,0 08-28~4,2,0,0,0 05-05~2,1,0,0,0 06-11~2,0,0,0,0 08-22~2,0,0,0,0 07-07~1,0,0,0,0 05-27~1,0,0,0,0 05-30~3,0,0,0,0 07-16~2,0,0,0,0 05-23~2,0,0,0,0 05-06~3,1,0,0,0 06-18~2,0,0,0,0 05-15~4,3,2,2,0 05-04~3,2,0,0,0 08-29~2,0,0,0,0 05-03~2,1,0,0,0 2026-05~48,47,4,2,1 2026-06~10,3,1,0,0 07-17~2,0,0,0,0 06-01~2,0,0,0,0 05-22~1,0,0,0,0 07-08~1,0,0,0,0 05-21~3,0,0,0,0 07-29~1,0,0,0,0 05-24~2,0,0,0,0 08-09~1,0,0,0,0 05-12~2,0,0,0,0 2026-09~1,0,0,0,0 2026-06M~2,0,0,0,0 08-08~2,0,0,0,0 05-25~3,1,0,0,0 2026-08M~1,0,0,0,0 06-14~2,0,0,0,0 08-27~1,0,0,0,0 07-02~3,1,0,0,0 05-26~2,0,0,0,0 08-03~1,0,0,0,0 06-30~2,0,0,0,0 05-20~2,1,0,0,0 07-28~1,0,0,0,0 05-17~2,1,0,0,0 06-09~3,1,1,0,0 06-04~3,1,0,0,0 08-11~1,0,0,0,0 06-22~3,0,0,0,0 all~49,48,6,3,1
753856_495382|08-09~1,0,0,0,0 05-24~1,1,0,0,0 07-30~2,0,0,0,0 08-15~2,0,0,0,0 06-26~2,0,0,0,0 06-04~1,0,0,0,0 08-30~3,0,0,0,0 06-03~4,2,2,0,0 07-15~2,0,0,0,0 08-13~1,0,0,0,0 06-20~3,1,1,1,1 05-31~2,1,0,0,0 05-19~2,2,1,0,0 06-07~1,0,0,0,0 07-16~2,0,0,0,0 08-16~2,0,0,0,0 06-25~3,0,0,0,0 2026-05~23,22,8,3,1 09-01~3,1,1,1,0 06-24~3,1,0,0,0 08-17~2,0,0,0,0 08-02~1,0,0,0,0 06-29~2,0,0,0,0 06-09~1,0,0,0,0 2026-06M~4,2,2,0,0 06-02~4,2,2,0,0 08-31~1,0,0,0,0 07-14~2,0,0,0,0 2026-08~10,5,2,1,0 05-22~3,3,1,1,0 06-08~1,1,0,0,0 08-08~1,0,0,0,0 06-05~1,0,0,0,0 07-13~2,0,0,0,0 06-30~4,0,0,0,0 08-03~2,0,0,0,0 07-05~2,0,0,0,0 08-20~1,0,0,0,0 06-18~2,0,0,0,0 07-03~2,0,0,0,0 06-15~3,0,0,0,0 08-26~3,0,0,0,0 08-01~1,0,0,0,0 07-06~1,0,0,0,0 06-10~3,1,1,0,0 08-23~2,1,1,0,0 05-30~2,1,0,0,0 08-29~3,0,0,0,0 06-16~3,0,0,0,0 08-25~2,0,0,0,0 08-04~1,0,0,0,0 05-29~3,3,0,0,0 08-18~3,1,0,0,0 07-25~2,1,0,0,0 06-21~3,0,0,0,0 08-12~1,0,0,0,0 07-04~1,0,0,0,0 08-21~1,0,0,0,0 06-12~2,0,0,0,0 06-19~2,0,0,0,0 06-01~1,0,0,0,0 all~36,35,19,11,6 07-02~2,0,0,0,0 08-27~2,1,0,0,0 06-14~2,2,1,1,1 08-19~1,0,0,0,0 2026-09~3,1,1,1,0 2026-06~13,8,7,3,2 05-27~3,2,1,0,0 2026-09M~3,1,1,1,0 06-28~2,0,0,0,0 2026-08M~1,0,0,0,0 06-06~1,0,0,0,0 08-10~1,0,0,0,0 06-23~3,0,0,0,0 08-07~1,0,0,0,0 08-06~1,0,0,0,0 07-23~1,1,1,1,0 07-31~1,0,0,0,0 09-02~1,0,0,0,0 06-27~2,0,0,0,0 08-14~2,0,0,0,0 05-28~1,1,1,1,0 08-05~1,0,0,0,0 07-20~1,0,0,0,0 07-28~1,0,0,0,0 05-20~4,4,2,0,0 06-22~4,0,0,0,0 08-11~2,1,0,0,0 2026-07~5,2,1,1,1 05-26~2,2,2,1,0 08-28~3,0,0,0,0 2026-07M~4,0,0,0,0 05-23~1,1,0,0,0 07-29~3,0,0,0,0 05-21~2,2,0,0,0 07-01~3,0,0,0,0 08-24~3,1,1,0,0 06-17~1,0,0,0,0 07-07~2,0,0,0,0 08-22~1,0,0,0,0
753856_495386|05-23~7,2,0,0,0 05-20~9,6,1,0,0 07-28~5,2,0,0,0 07-11~3,1,0,0,0 06-07~3,3,1,0,0 05-19~1,1,0,0,0 06-20~5,3,2,2,2 08-13~7,3,1,1,1 06-09~7,4,2,1,1 07-18~3,2,1,1,0 06-29~5,2,0,0,0 06-19~3,1,1,1,0 08-29~4,1,0,0,0 08-12~5,1,0,0,0 06-21~2,0,0,0,0 06-08~2,1,1,1,1 2026-07~73,38,16,7,5 07-14~5,0,0,0,0 08-31~2,2,1,1,0 06-02~1,0,0,0,0 07-12~6,1,0,0,0 06-04~1,1,0,0,0 05-11~1,0,0,0,0 07-19~6,0,0,0,0 2026-05~47,22,4,2,0 06-26~3,1,0,0,0 08-15~6,2,2,1,1 07-30~1,1,1,0,0 05-27~3,1,1,0,0 07-09~4,0,0,0,0 05-01~1,0,0,0,0 06-23~5,1,0,0,0 08-10~3,0,0,0,0 07-13~3,1,1,1,1 06-05~3,0,0,0,0 2026-06M~7,5,2,2,1 07-17~1,0,0,0,0 06-01~6,5,2,2,1 07-10~4,2,0,0,0 06-06~2,0,0,0,0 2026-08M~7,1,1,1,0 07-27~2,1,0,0,0 08-02~6,1,1,1,0 06-18~2,2,1,0,0 05-06~1,0,0,0,0 08-28~1,0,0,0,0 all~223,132,50,34,21 07-24~4,2,2,2,1 08-01~1,0,0,0,0 05-22~4,2,0,0,0 05-26~6,2,0,0,0 08-08~1,1,1,1,0 05-25~4,1,1,1,0 08-18~5,0,0,0,0 2026-05M~1,0,0,0,0 08-17~9,5,2,2,2 06-24~7,2,2,2,1 09-01~6,2,0,0,0 07-21~5,3,1,0,0 05-29~3,1,0,0,0 08-04~2,2,0,0,0 06-28~5,2,0,0,0 2026-09M~10,5,1,1,0 08-06~2,1,0,0,0 05-21~5,2,0,0,0 07-29~6,3,0,0,0 06-17~3,0,0,0,0 08-24~1,1,0,0,0 07-01~4,2,2,0,0 07-16~3,1,0,0,0 05-30~3,1,1,1,0 08-20~4,0,0,0,0 06-13~3,0,0,0,0 07-05~6,1,0,0,0 07-20~3,1,0,0,0 08-05~7,2,0,0,0 05-28~6,1,0,0,0 06-25~4,2,1,1,1 08-16~5,3,1,0,0 07-22~7,2,0,0,0 08-07~3,1,0,0,0 07-25~3,0,0,0,0 2026-06~62,37,13,10,7 05-31~2,1,0,0,0 2026-09~10,5,1,1,0 06-12~1,0,0,0,0 08-21~3,0,0,0,0 07-04~9,3,2,0,0 07-26~3,1,0,0,0 08-03~1,1,1,1,0 06-30~3,1,0,0,0 06-11~5,1,0,0,0 08-22~8,2,2,0,0 07-07~9,4,3,1,1 06-14~4,1,0,0,0 07-02~3,1,1,0,0 08-11~8,5,2,2,1 06-22~3,1,0,0,0 07-15~4,1,0,0,0 06-03~1,0,0,0,0 08-30~3,0,0,0,0 08-26~2,0,0,0,0 06-15~4,1,0,0,0 07-03~7,2,1,1,1 05-24~3,1,0,0,0 08-09~1,0,0,0,0 08-25~5,0,0,0,0 06-16~7,2,0,0,0 05-08~1,0,0,0,0 07-08~4,1,0,0,0 08-23~5,2,0,0,0 06-10~1,0,0,0,0 07-06~7,0,0,0,0 2026-07M~7,3,3,0,0 08-14~8,3,1,1,1 06-27~5,0,0,0,0 09-02~6,3,1,1,0 07-31~1,1,1,0,0 08-19~5,2,1,0,0 05-12~1,0,0,0,0 2026-08~75,39,16,12,9
753856_502844|07-25~8,5,4,1,0 07-07~1,0,0,0,0 08-06~1,1,1,0,0 07-23~31,27,17,5,0 08-09~1,0,0,0,0 2026-08M~2,2,0,0,0 2026-07~79,76,48,18,0 06-18~1,0,0,0,0 07-03~1,0,0,0,0 06-15~1,0,0,0,0 08-03~1,0,0,0,0 07-26~11,7,2,1,0 08-02~2,2,0,0,0 07-27~10,4,1,1,0 08-17~1,0,0,0,0 06-17~1,0,0,0,0 05-26~1,0,0,0,0 08-16~1,1,1,0,0 07-16~1,1,1,0,0 07-31~3,1,0,0,0 07-13~2,1,0,0,0 08-08~1,0,0,0,0 07-19~1,1,1,0,0 07-28~4,1,1,0,0 07-30~2,0,0,0,0 07-22~17,15,10,3,0 07-11~1,0,0,0,0 07-17~1,1,0,0,0 07-29~6,4,4,0,0 05-23~1,0,0,0,0 08-20~1,1,0,0,0 08-05~1,1,1,0,0 07-20~1,1,1,0,0 all~84,82,51,18,0 06-20~1,0,0,0,0 08-13~1,0,0,0,0 2026-06~2,0,0,0,0 08-29~1,0,0,0,0 07-24~8,6,6,2,0 06-23~2,0,0,0,0 2026-05~1,0,0,0,0 08-18~1,0,0,0,0 2026-08~12,8,3,0,0 07-21~3,3,0,0,0 08-19~1,1,0,0,0 08-28~1,1,0,0,0 08-31~1,0,0,0,0
753874_29800|05-22~1,1,1,1,0 2026-08~5,0,0,0,0 07-26~1,0,0,0,0 08-02~1,0,0,0,0 2026-09M~1,0,0,0,0 08-08~1,0,0,0,0 all~39,15,7,6,0 06-14~1,1,1,1,0 07-11~1,0,0,0,0 06-03~1,0,0,0,0 06-30~2,0,0,0,0 2026-07M~1,0,0,0,0 06-22~1,0,0,0,0 07-07~1,0,0,0,0 07-12~1,0,0,0,0 05-14~1,0,0,0,0 2026-06~9,2,2,2,0 07-08~1,0,0,0,0 07-30~2,1,1,1,0 07-29~1,0,0,0,0 05-31~1,1,0,0,0 05-11~2,2,0,0,0 07-17~2,2,0,0,0 07-09~1,0,0,0,0 05-24~4,1,1,1,0 05-10~1,0,0,0,0 06-18~1,0,0,0,0 06-11~1,0,0,0,0 06-21~1,0,0,0,0 05-02~1,0,0,0,0 08-19~1,0,0,0,0 07-23~1,0,0,0,0 08-14~1,0,0,0,0 07-14~2,0,0,0,0 08-25~1,0,0,0,0 08-30~2,0,0,0,0 07-31~1,0,0,0,0 2026-08M~2,0,0,0,0 08-10~1,0,0,0,0 07-27~1,0,0,0,0 06-15~2,1,1,1,0 07-06~1,0,0,0,0 07-04~1,1,0,0,0 08-09~1,0,0,0,0 05-13~1,0,0,0,0 07-05~2,1,1,1,0 2026-05M~1,0,0,0,0 07-16~1,0,0,0,0 08-23~1,0,0,0,0 2026-05~17,8,2,2,0 08-18~1,0,0,0,0 07-22~1,0,0,0,0 05-07~1,0,0,0,0 05-06~1,0,0,0,0 08-11~1,0,0,0,0 08-29~1,0,0,0,0 07-13~1,0,0,0,0 09-02~1,0,0,0,0 07-21~2,0,0,0,0 07-28~1,0,0,0,0 08-12~1,0,0,0,0 08-24~2,0,0,0,0 09-01~1,0,0,0,0 08-17~1,0,0,0,0 07-20~2,0,0,0,0 2026-09~1,0,0,0,0 05-26~1,1,0,0,0 07-02~1,0,0,0,0 07-25~1,0,0,0,0 08-26~1,0,0,0,0 07-18~1,0,0,0,0 08-22~1,0,0,0,0 08-21~1,0,0,0,0 05-03~1,0,0,0,0 05-12~1,1,0,0,0 08-01~1,0,0,0,0 07-15~2,1,1,0,0 06-26~1,0,0,0,0 2026-07~10,5,3,2,0 08-31~2,0,0,0,0 05-09~1,1,0,0,0
